order_id,Order Date,ship_date,ship_mode,customer_name,segment,state,country,product_id,category,sub_category,product_name,sales,quantity,discount,shipping_cost
MX-2011-114405,12/09/2011,14/09/2011,First Class,Ashley Jarboe,Consumer,Sonora,Mexico,TEC-AC-10004626,Technology,Accessories,"Belkin Router, Erganomic",1026,6,0,129.48
ES-2011-1846006,12/09/2011,15/09/2011,First Class,Dianna Wilson,Home Office,Brittany,France,OFF-SU-10000906,Office Supplies,Supplies,"Fiskars Shears, High Speed",667,14,0,116.77
CG-2011-30,12/09/2011,18/09/2011,Standard Class,Hallie Redmond,Home Office,Kinshasa,Democratic Republic of the Congo,TEC-OKI-10000372,Technology,Machines,"Okidata Inkjet, Durable",1250,4,0,106.35
ES-2011-1458159,12/09/2011,16/09/2011,Standard Class,Rick Wilson,Corporate,Valenciana,Spain,TEC-PH-10003960,Technology,Phones,"Apple Speaker Phone, with Caller ID",777,7,0.1,96.14
ID-2011-85354,12/09/2011,16/09/2011,Second Class,Adam Hart,Corporate,Victoria,Australia,TEC-MA-10000742,Technology,Machines,"Konica Inkjet, White",745,4,0.4,77.95
MX-2011-144183,12/09/2011,19/09/2011,Standard Class,Jim Sink,Corporate,Chinandega,Nicaragua,FUR-CH-10000836,Furniture,Chairs,"SAFCO Swivel Stool, Adjustable",682,6,0,54.05
ES-2011-1846006,12/09/2011,15/09/2011,First Class,Dianna Wilson,Home Office,Brittany,France,OFF-ST-10000952,Office Supplies,Storage,"Smead File Cart, Blue",229,2,0.1,32.18
ID-2011-57179,12/09/2011,17/09/2011,Standard Class,Elizabeth Moffitt,Corporate,F.C.T.,Pakistan,FUR-BO-10001155,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Traditional",339,3,0.2,30.31
ES-2011-1846006,12/09/2011,15/09/2011,First Class,Dianna Wilson,Home Office,Brittany,France,TEC-AC-10000929,Technology,Accessories,"Belkin Mouse, Bluetooth",81,2,0,23.21
US-2011-119081,12/09/2011,19/09/2011,Standard Class,Tom Ashbrook,Home Office,Kansas,United States,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,332,2,0,23.13
ES-2011-3581861,12/09/2011,18/09/2011,Standard Class,Tanja Norvell,Home Office,Lombardy,Italy,OFF-ST-10000952,Office Supplies,Storage,"Smead File Cart, Blue",153,2,0.4,22.51
MX-2011-144183,12/09/2011,19/09/2011,Standard Class,Jim Sink,Corporate,Chinandega,Nicaragua,FUR-FU-10001410,Furniture,Furnishings,"Tenex Frame, Black",440,6,0,20.34
MX-2011-144183,12/09/2011,19/09/2011,Standard Class,Jim Sink,Corporate,Chinandega,Nicaragua,FUR-BO-10001483,Furniture,Bookcases,"Bush Corner Shelving, Metal",247,3,0,17.23
US-2011-119081,12/09/2011,19/09/2011,Standard Class,Tom Ashbrook,Home Office,Kansas,United States,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,358,3,0,16.38
CA-2011-138527,12/09/2011,17/09/2011,Standard Class,Brad Norvell,Corporate,North Carolina,United States,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,167,5,0.2,15.69
MX-2011-144183,12/09/2011,19/09/2011,Standard Class,Jim Sink,Corporate,Chinandega,Nicaragua,OFF-EN-10002674,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Set of 50",316,10,0,15.64
ES-2011-3581861,12/09/2011,18/09/2011,Standard Class,Tanja Norvell,Home Office,Lombardy,Italy,OFF-AR-10004303,Office Supplies,Art,"Stanley Markers, Blue",111,5,0,15.34
CG-2011-30,12/09/2011,18/09/2011,Standard Class,Hallie Redmond,Home Office,Kinshasa,Democratic Republic of the Congo,OFF-EAT-10002068,Office Supplies,Paper,"Eaton Note Cards, Premium",159,6,0,13.15
IT-2011-3157915,12/09/2011,16/09/2011,Second Class,Rob Williams,Corporate,Dublin,Ireland,OFF-SU-10003907,Office Supplies,Supplies,"Stiletto Letter Opener, Easy Grip",60,4,0.5,11.54
MX-2011-121874,12/09/2011,19/09/2011,Standard Class,Ann Chong,Corporate,Chimaltenango,Guatemala,TEC-CO-10004398,Technology,Copiers,"Brother Copy Machine, Color",173,1,0.002,10.78
MX-2011-144183,12/09/2011,19/09/2011,Standard Class,Jim Sink,Corporate,Chinandega,Nicaragua,TEC-AC-10003857,Technology,Accessories,"Memorex Keyboard, Programmable",97,2,0,7.31
MX-2011-166107,12/09/2011,18/09/2011,Standard Class,John Huston,Consumer,San Salvador,El Salvador,TEC-AC-10000883,Technology,Accessories,"Belkin Mouse, Bluetooth",109,4,0,6.76
CA-2011-103702,12/09/2011,17/09/2011,Standard Class,Art Foster,Consumer,Ohio,United States,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",64,7,0.7,6.25
MX-2011-166107,12/09/2011,18/09/2011,Standard Class,John Huston,Consumer,San Salvador,El Salvador,FUR-FU-10000488,Furniture,Furnishings,"Rubbermaid Light Bulb, Erganomic",58,5,0,5.7
MX-2011-165043,12/09/2011,18/09/2011,Standard Class,James Lanier,Home Office,Tamaulipas,Mexico,TEC-AC-10004043,Technology,Accessories,"Memorex Numeric Keypad, Erganomic",93,3,0,5.65
TZ-2011-3030,12/09/2011,17/09/2011,Second Class,Carl Jackson,Corporate,Dar Es Salaam,Tanzania,OFF-SAN-10000844,Office Supplies,Paper,"SanDisk Parchment Paper, Recycled",133,8,0,5.57
CG-2011-30,12/09/2011,18/09/2011,Standard Class,Hallie Redmond,Home Office,Kinshasa,Democratic Republic of the Congo,OFF-FEL-10004224,Office Supplies,Storage,"Fellowes Trays, Wire Frame",56,1,0,5.27
ES-2011-1846006,12/09/2011,15/09/2011,First Class,Dianna Wilson,Home Office,Brittany,France,OFF-FA-10000411,Office Supplies,Fasteners,"Accos Clamps, Assorted Sizes",34,2,0,5.13
CA-2011-101476,12/09/2011,13/09/2011,First Class,Shirley Daniels,Home Office,New York,United States,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",70,1,0,4.72
NI-2011-1420,12/09/2011,18/09/2011,Standard Class,Darren Koutras,Consumer,Kano,Nigeria,OFF-GRE-10002109,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",81,8,0.7,4.67
ID-2011-85354,12/09/2011,16/09/2011,Second Class,Adam Hart,Corporate,Victoria,Australia,OFF-PA-10000824,Office Supplies,Paper,"Enermax Computer Printout Paper, Multicolor",36,2,0.4,4.03
ES-2011-3581861,12/09/2011,18/09/2011,Standard Class,Tanja Norvell,Home Office,Lombardy,Italy,OFF-BI-10003058,Office Supplies,Binders,"Acco Binder Covers, Economy",27,2,0,3.86
US-2011-119081,12/09/2011,19/09/2011,Standard Class,Tom Ashbrook,Home Office,Kansas,United States,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,57,5,0,3.84
LY-2011-4410,12/09/2011,17/09/2011,Standard Class,Bradley Nguyen,Consumer,Banghazi,Libya,OFF-HAR-10004896,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Laser Printer Compatible",52,4,0,3.71
US-2011-119081,12/09/2011,19/09/2011,Standard Class,Tom Ashbrook,Home Office,Kansas,United States,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",41,2,0,3.43
TZ-2011-3030,12/09/2011,17/09/2011,Second Class,Carl Jackson,Corporate,Dar Es Salaam,Tanzania,OFF-EAT-10004696,Office Supplies,Paper,"Eaton Note Cards, 8.5 x 11",26,1,0,2.88
ID-2011-83562,12/09/2011,14/09/2011,First Class,Ruben Dartt,Consumer,Auckland,New Zealand,OFF-PA-10000721,Office Supplies,Paper,"Enermax Cards & Envelopes, Recycled",28,1,0.4,2.81
CG-2011-30,12/09/2011,18/09/2011,Standard Class,Hallie Redmond,Home Office,Kinshasa,Democratic Republic of the Congo,TEC-LOG-10002262,Technology,Accessories,"Logitech Flash Drive, Bluetooth",61,2,0,2.27
IT-2011-3267917,12/09/2011,15/09/2011,First Class,Thomas Seio,Corporate,North Brabant,Netherlands,OFF-BI-10003058,Office Supplies,Binders,"Acco Binder Covers, Economy",13,2,0.5,1.66
MX-2011-144183,12/09/2011,19/09/2011,Standard Class,Jim Sink,Corporate,Chinandega,Nicaragua,OFF-LA-10002063,Office Supplies,Labels,"Hon Round Labels, 5000 Label Set",28,6,0,1.46
CG-2011-30,12/09/2011,18/09/2011,Standard Class,Hallie Redmond,Home Office,Kinshasa,Democratic Republic of the Congo,OFF-IBI-10000080,Office Supplies,Binders,"Ibico Binder, Recycled",16,1,0,1
TZ-2011-3030,12/09/2011,17/09/2011,Second Class,Carl Jackson,Corporate,Dar Es Salaam,Tanzania,OFF-SME-10004323,Office Supplies,Labels,"Smead Legal Exhibit Labels, 5000 Label Set",23,2,0,0.87
CA-2011-138527,12/09/2011,17/09/2011,Standard Class,Brad Norvell,Corporate,North Carolina,United States,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,10,2,0.2,0.72
MX-2011-165043,12/09/2011,18/09/2011,Standard Class,James Lanier,Home Office,Tamaulipas,Mexico,OFF-BI-10004908,Office Supplies,Binders,"Avery Binder Covers, Economy",7,1,0,0.64
CA-2011-138527,12/09/2011,17/09/2011,Standard Class,Brad Norvell,Corporate,North Carolina,United States,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,15,1,0.2,0.55
US-2011-150924,12/09/2011,16/09/2011,Second Class,Pete Takahito,Consumer,Texas,United States,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,5,5,0.8,0.48
ID-2011-57179,12/09/2011,17/09/2011,Standard Class,Elizabeth Moffitt,Corporate,F.C.T.,Pakistan,OFF-LA-10001497,Office Supplies,Labels,"Smead Round Labels, Adjustable",5,2,0.5,0.25
MX-2011-149587,13/09/2011,17/09/2011,Standard Class,Bruce Stewart,Consumer,Azuay,Ecuador,TEC-PH-10003157,Technology,Phones,"Nokia Speaker Phone, VoIP",411,5,0,85.03
MX-2011-102988,13/09/2011,20/09/2011,Standard Class,Natalie Webber,Consumer,México,Mexico,FUR-TA-10000637,Furniture,Tables,"Bevis Conference Table, Rectangular",1474,3,0.2,80.53
CA-2011-132962,13/09/2011,16/09/2011,First Class,Jessica Myrick,Consumer,Pennsylvania,United States,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,252,5,0.2,45.37
CA-2011-142769,13/09/2011,13/09/2011,Same Day,Resi Pölking,Consumer,Washington,United States,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,118,2,0,43.41
ID-2011-59237,13/09/2011,17/09/2011,Second Class,Scott Cohen,Corporate,Punjab,Pakistan,FUR-CH-10004196,Furniture,Chairs,"Novimex Swivel Stool, Red",395,3,0.2,35.84
MX-2011-152037,13/09/2011,16/09/2011,Second Class,Maria Etezadi,Home Office,Rio Grande do Sul,Brazil,OFF-AP-10000800,Office Supplies,Appliances,"Breville Stove, Red",749,2,0,34.91
ES-2011-5265774,13/09/2011,13/09/2011,Same Day,Art Foster,Consumer,Apulia,Italy,OFF-AR-10001418,Office Supplies,Art,"BIC Markers, Easy-Erase",134,5,0,30.06
CA-2011-142769,13/09/2011,13/09/2011,Same Day,Resi Pölking,Consumer,Washington,United States,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,145,4,0,29.05
RS-2011-1330,13/09/2011,18/09/2011,Standard Class,Rick Duston,Consumer,Belgorod,Russia,OFF-TEN-10000025,Office Supplies,Storage,"Tenex Lockers, Blue",204,1,0,24.46
MX-2011-149587,13/09/2011,17/09/2011,Standard Class,Bruce Stewart,Consumer,Azuay,Ecuador,OFF-ST-10002510,Office Supplies,Storage,"Tenex Lockers, Wire Frame",271,2,0,21.1
CA-2011-142769,13/09/2011,13/09/2011,Same Day,Resi Pölking,Consumer,Washington,United States,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,200,2,0,17.81
ID-2011-59237,13/09/2011,17/09/2011,Second Class,Scott Cohen,Corporate,Punjab,Pakistan,OFF-EN-10001491,Office Supplies,Envelopes,"Jiffy Interoffice Envelope, Set of 50",116,5,0.5,16.53
TX-2011-9050,13/09/2011,17/09/2011,Standard Class,Pamela Stobb,Consumer,Ashgabat,Turkmenistan,OFF-ROG-10001399,Office Supplies,Storage,"Rogers Shelving, Single Width",149,8,0.7,14.55
CA-2011-113859,13/09/2011,17/09/2011,Standard Class,Becky Castell,Home Office,Texas,United States,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",340,6,0.3,14.46
ES-2011-2979959,13/09/2011,17/09/2011,Standard Class,Shirley Jackson,Consumer,Hesse,Germany,OFF-BI-10002718,Office Supplies,Binders,"Avery Binder, Durable",86,6,0,12.69
ES-2011-2979959,13/09/2011,17/09/2011,Standard Class,Shirley Jackson,Consumer,Hesse,Germany,OFF-ST-10000154,Office Supplies,Storage,"Smead Box, Single Width",78,8,0.1,12.69
ID-2011-59237,13/09/2011,17/09/2011,Second Class,Scott Cohen,Corporate,Punjab,Pakistan,TEC-AC-10000860,Technology,Accessories,"Enermax Numeric Keypad, USB",110,4,0.5,11.13
CA-2011-140039,13/09/2011,17/09/2011,Standard Class,Odella Nelson,Corporate,Arizona,United States,OFF-ST-10001034,Office Supplies,Storage,Eldon File Chest Portable File,79,5,0.2,9.65
MX-2011-149587,13/09/2011,17/09/2011,Standard Class,Bruce Stewart,Consumer,Azuay,Ecuador,OFF-LA-10003437,Office Supplies,Labels,"Hon Color Coded Labels, Laser Printer Compatible",60,7,0,9.05
ES-2011-5265774,13/09/2011,13/09/2011,Same Day,Art Foster,Consumer,Apulia,Italy,OFF-BI-10001568,Office Supplies,Binders,"Ibico Binder Covers, Economy",27,2,0,8.48
MX-2011-149587,13/09/2011,17/09/2011,Standard Class,Bruce Stewart,Consumer,Azuay,Ecuador,FUR-FU-10004015,Furniture,Furnishings,"Tenex Clock, Durable",63,2,0,8.27
RS-2011-3200,13/09/2011,16/09/2011,First Class,Heather Jas,Home Office,Irkutsk,Russia,OFF-BIN-10001257,Office Supplies,Art,"Binney & Smith Sketch Pad, Easy-Erase",93,2,0,7.69
IR-2011-2210,13/09/2011,17/09/2011,Standard Class,Brian Moss,Corporate,Razavi Khorasan,Iran,OFF-KRA-10001807,Office Supplies,Envelopes,"Kraft Manila Envelope, Security-Tint",58,2,0,5.34
CA-2011-142769,13/09/2011,13/09/2011,Same Day,Resi Pölking,Consumer,Washington,United States,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,49,1,0,4.7
TU-2011-8560,13/09/2011,20/09/2011,Standard Class,Rick Wilson,Corporate,Konya,Turkey,FUR-SAF-10003745,Furniture,Chairs,"SAFCO Rocking Chair, Set of Two",55,1,0.6,4.35
RS-2011-3200,13/09/2011,16/09/2011,First Class,Heather Jas,Home Office,Irkutsk,Russia,FUR-SAF-10002253,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",301,2,0,4.11
CA-2011-142769,13/09/2011,13/09/2011,Same Day,Resi Pölking,Consumer,Washington,United States,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",23,2,0,3.79
MX-2011-149587,13/09/2011,17/09/2011,Standard Class,Bruce Stewart,Consumer,Azuay,Ecuador,OFF-FA-10003879,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Assorted Sizes",28,4,0,3.23
RS-2011-1330,13/09/2011,18/09/2011,Standard Class,Rick Duston,Consumer,Belgorod,Russia,OFF-TEN-10002817,Office Supplies,Storage,"Tenex Folders, Blue",23,1,0,2.91
CA-2011-142769,13/09/2011,13/09/2011,Same Day,Resi Pölking,Consumer,Washington,United States,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,14,3,0,2.75
CA-2011-142769,13/09/2011,13/09/2011,Same Day,Resi Pölking,Consumer,Washington,United States,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,7,2,0,2.45
MX-2011-149587,13/09/2011,17/09/2011,Standard Class,Bruce Stewart,Consumer,Azuay,Ecuador,OFF-FA-10003605,Office Supplies,Fasteners,"Accos Push Pins, Bulk Pack",29,3,0,2.34
CA-2011-142769,13/09/2011,13/09/2011,Same Day,Resi Pölking,Consumer,Washington,United States,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,6,5,0,1.99
ID-2011-59237,13/09/2011,17/09/2011,Second Class,Scott Cohen,Corporate,Punjab,Pakistan,OFF-LA-10002180,Office Supplies,Labels,"Hon Color Coded Labels, 5000 Label Set",20,3,0.5,1.77
US-2011-156216,13/09/2011,17/09/2011,Standard Class,Erin Ashbrook,Corporate,North Carolina,United States,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,19,7,0.7,1.77
IR-2011-2210,13/09/2011,17/09/2011,Standard Class,Brian Moss,Corporate,Razavi Khorasan,Iran,OFF-SME-10004740,Office Supplies,Labels,"Smead Shipping Labels, Adjustable",57,6,0,1.76
IN-2011-47211,13/09/2011,17/09/2011,Standard Class,Dean percer,Home Office,New South Wales,Australia,OFF-LA-10001191,Office Supplies,Labels,"Harbour Creations File Folder Labels, Alphabetical",8,1,0.1,1.53
CA-2011-132962,13/09/2011,16/09/2011,First Class,Jessica Myrick,Consumer,Pennsylvania,United States,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,16,3,0.2,1.43
ID-2011-59237,13/09/2011,17/09/2011,Second Class,Scott Cohen,Corporate,Punjab,Pakistan,OFF-LA-10001444,Office Supplies,Labels,"Avery Round Labels, Alphabetical",7,2,0.5,1.36
TU-2011-7230,13/09/2011,17/09/2011,Standard Class,George Bell,Corporate,Izmir,Turkey,OFF-KLE-10001794,Office Supplies,Supplies,"Kleencut Box Cutter, High Speed",14,1,0.6,1.32
MX-2011-149587,13/09/2011,17/09/2011,Standard Class,Bruce Stewart,Consumer,Azuay,Ecuador,OFF-LA-10000738,Office Supplies,Labels,"Avery File Folder Labels, Adjustable",19,4,0,1.25
MX-2011-152037,13/09/2011,16/09/2011,Second Class,Maria Etezadi,Home Office,Rio Grande do Sul,Brazil,OFF-FA-10003891,Office Supplies,Fasteners,"Stockwell Push Pins, Metal",19,2,0,1.17
RS-2011-1330,13/09/2011,18/09/2011,Standard Class,Rick Duston,Consumer,Belgorod,Russia,OFF-AME-10002949,Office Supplies,Envelopes,"Ames Clasp Envelope, with clear poly window",11,1,0,1.06
ID-2011-59237,13/09/2011,17/09/2011,Second Class,Scott Cohen,Corporate,Punjab,Pakistan,OFF-BI-10002885,Office Supplies,Binders,"Avery Hole Reinforcements, Recycled",5,2,0.5,0.78
CA-2011-145212,13/09/2011,19/09/2011,Standard Class,Dan Campbell,Consumer,New York,United States,OFF-AR-10002833,Office Supplies,Art,Newell 322,5,3,0,0.54
TX-2011-9050,13/09/2011,17/09/2011,Standard Class,Pamela Stobb,Consumer,Ashgabat,Turkmenistan,OFF-SAN-10004824,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",16,2,0.7,0.53
CA-2011-126277,13/09/2011,18/09/2011,Second Class,Lena Hernandez,Consumer,Ohio,United States,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,3,3,0.7,0.49
RS-2011-3200,13/09/2011,16/09/2011,First Class,Heather Jas,Home Office,Irkutsk,Russia,OFF-ACC-10001703,Office Supplies,Binders,"Acco Binder, Recycled",16,1,0,0.08
MX-2011-152037,13/09/2011,16/09/2011,Second Class,Maria Etezadi,Home Office,Rio Grande do Sul,Brazil,OFF-ST-10003164,Office Supplies,Storage,"Fellowes Box, Wire Frame",13,1,0,0.06
CG-2011-8610,14/09/2011,15/09/2011,First Class,Aaron Hawkins,Corporate,Katanga,Democratic Republic of the Congo,TEC-APP-10000308,Technology,Phones,"Apple Smart Phone, Full Size",3817,6,0,678.15
CA-2011-160766,14/09/2011,14/09/2011,Same Day,Darrin Martin,Consumer,New York,United States,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,2800,4,0,675.15
MX-2011-107482,14/09/2011,14/09/2011,Same Day,Cyma Kinney,Corporate,Sinaloa,Mexico,TEC-CO-10001933,Technology,Copiers,"HP Fax Machine, High-Speed",992,5,0.002,140.7
CA-2011-160766,14/09/2011,14/09/2011,Same Day,Darrin Martin,Consumer,New York,United States,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,601,2,0,122.09
CA-2011-160766,14/09/2011,14/09/2011,Same Day,Darrin Martin,Consumer,New York,United States,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,464,9,0.4,115.24
ES-2011-4145029,14/09/2011,14/09/2011,Same Day,Corey-Lock,Consumer,England,United Kingdom,OFF-AR-10003066,Office Supplies,Art,"Sanford Markers, Water Color",317,12,0,79.23
MX-2011-136546,14/09/2011,18/09/2011,Standard Class,Tom Zandusky,Corporate,Puebla,Mexico,TEC-CO-10001001,Technology,Copiers,"HP Fax Machine, Digital",598,3,0.002,58.99
CA-2011-160766,14/09/2011,14/09/2011,Same Day,Darrin Martin,Consumer,New York,United States,TEC-PH-10000526,Technology,Phones,Vtech CS6719,288,3,0,55.83
IZ-2011-7430,14/09/2011,18/09/2011,Standard Class,Stewart Carmichael,Corporate,Al Basrah,Iraq,FUR-NOV-10000847,Furniture,Chairs,"Novimex Executive Leather Armchair, Adjustable",456,1,0,55.4
US-2011-113166,14/09/2011,19/09/2011,Standard Class,Darrin Van Huff,Corporate,Cortés,Honduras,TEC-AC-10002257,Technology,Accessories,"Enermax Router, Bluetooth",723,7,0.4,40.39
MX-2011-143140,14/09/2011,20/09/2011,Standard Class,Duane Noonan,Consumer,Michoacán,Mexico,FUR-CH-10002033,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",508,2,0.2,40.17
IT-2011-5663038,14/09/2011,18/09/2011,Standard Class,Bradley Drucker,Consumer,Ile-de-France,France,TEC-CO-10000620,Technology,Copiers,"Brother Wireless Fax, Digital",965,3,0.15,33.79
IN-2011-86572,14/09/2011,17/09/2011,Second Class,Arthur Prichep,Consumer,Manawatu-Wanganui,New Zealand,OFF-ST-10004983,Office Supplies,Storage,"Smead Shelving, Wire Frame",192,4,0,29.45
IZ-2011-7430,14/09/2011,18/09/2011,Standard Class,Stewart Carmichael,Corporate,Al Basrah,Iraq,TEC-SHA-10003039,Technology,Copiers,"Sharp Fax and Copier, Digital",168,1,0,27.33
MX-2011-143140,14/09/2011,20/09/2011,Standard Class,Duane Noonan,Consumer,Michoacán,Mexico,OFF-ST-10001729,Office Supplies,Storage,"Tenex Lockers, Single Width",408,3,0,26.98
ES-2011-3284889,14/09/2011,21/09/2011,Standard Class,Lindsay Williams,Corporate,Alsace,France,TEC-AC-10000007,Technology,Accessories,"SanDisk Router, USB",257,1,0,26.93
MX-2011-109414,14/09/2011,20/09/2011,Standard Class,Christine Abelman,Corporate,Jalisco,Mexico,OFF-ST-10004185,Office Supplies,Storage,"Fellowes Trays, Single Width",268,7,0,22.52
IN-2011-54680,14/09/2011,14/09/2011,Same Day,Harold Dahlen,Home Office,Tasmania,Australia,OFF-EN-10000968,Office Supplies,Envelopes,"Kraft Mailers, Recycled",153,7,0.4,21.6
IN-2011-54680,14/09/2011,14/09/2011,Same Day,Harold Dahlen,Home Office,Tasmania,Australia,OFF-BI-10001032,Office Supplies,Binders,"Avery Binding Machine, Recycled",89,3,0.4,21.05
MX-2011-132598,14/09/2011,19/09/2011,Standard Class,Hilary Holden,Corporate,Managua,Nicaragua,FUR-CH-10002653,Furniture,Chairs,"Office Star Rocking Chair, Adjustable",382,4,0,19.87
CA-2011-113362,14/09/2011,19/09/2011,Standard Class,Astrea Jones,Consumer,New York,United States,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449,5,0,19.03
US-2011-113166,14/09/2011,19/09/2011,Standard Class,Darrin Van Huff,Corporate,Cortés,Honduras,OFF-AP-10003794,Office Supplies,Appliances,"Cuisinart Refrigerator, Red",198,1,0.4,18.28
MX-2011-107482,14/09/2011,14/09/2011,Same Day,Cyma Kinney,Corporate,Sinaloa,Mexico,FUR-FU-10001791,Furniture,Furnishings,"Tenex Photo Frame, Durable",39,2,0.4,13.78
MX-2011-109414,14/09/2011,20/09/2011,Standard Class,Christine Abelman,Corporate,Jalisco,Mexico,FUR-CH-10003354,Furniture,Chairs,"Harbour Creations Swivel Stool, Red",96,1,0.2,12.65
MX-2011-109414,14/09/2011,20/09/2011,Standard Class,Christine Abelman,Corporate,Jalisco,Mexico,OFF-BI-10001304,Office Supplies,Binders,"Cardinal 3-Hole Punch, Recycled",117,6,0,12.44
EG-2011-9920,14/09/2011,18/09/2011,Standard Class,Lindsay Williams,Corporate,Kafr Ash Shaykh,Egypt,OFF-SAN-10001345,Office Supplies,Art,"Sanford Canvas, Water Color",107,2,0,11.59
MX-2011-136546,14/09/2011,18/09/2011,Standard Class,Tom Zandusky,Corporate,Puebla,Mexico,FUR-CH-10004467,Furniture,Chairs,"Harbour Creations Chairmat, Set of Two",158,4,0.2,11.15
IN-2011-54680,14/09/2011,14/09/2011,Same Day,Harold Dahlen,Home Office,Tasmania,Australia,OFF-ST-10000287,Office Supplies,Storage,"Rogers Box, Blue",43,3,0.4,10.53
IN-2011-86572,14/09/2011,17/09/2011,Second Class,Arthur Prichep,Consumer,Manawatu-Wanganui,New Zealand,OFF-FA-10001953,Office Supplies,Fasteners,"Advantus Clamps, Bulk Pack",77,4,0,10.46
CA-2011-159184,14/09/2011,19/09/2011,Standard Class,John Castell,Consumer,Georgia,United States,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",142,5,0,10.08
MX-2011-107482,14/09/2011,14/09/2011,Same Day,Cyma Kinney,Corporate,Sinaloa,Mexico,OFF-LA-10001484,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Adjustable",24,4,0,8.57
CA-2011-160766,14/09/2011,14/09/2011,Same Day,Darrin Martin,Consumer,New York,United States,OFF-EN-10001099,Office Supplies,Envelopes,Staples,68,7,0,7.81
US-2011-104024,14/09/2011,16/09/2011,Second Class,Charles Crestani,Consumer,Entre Ríos,Argentina,OFF-AR-10002583,Office Supplies,Art,"BIC Markers, Fluorescent",78,7,0.4,6.61
CA-2011-160766,14/09/2011,14/09/2011,Same Day,Darrin Martin,Consumer,New York,United States,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,45,9,0,6.52
AJ-2011-7680,14/09/2011,20/09/2011,Standard Class,Rachel Payne,Corporate,Baki,Azerbaijan,TEC-SAM-10000765,Technology,Phones,"Samsung Signal Booster, Full Size",138,1,0,6.24
IN-2011-78697,14/09/2011,21/09/2011,Standard Class,Justin Deggeller,Corporate,Fujian,China,OFF-LA-10001672,Office Supplies,Labels,"Avery Legal Exhibit Labels, Alphabetical",56,5,0,5.04
ES-2011-4508489,14/09/2011,19/09/2011,Standard Class,Becky Pak,Consumer,South Denmark,Denmark,OFF-ST-10001648,Office Supplies,Storage,"Tenex Shelving, Blue",82,3,0.5,4.91
IN-2011-86572,14/09/2011,17/09/2011,Second Class,Arthur Prichep,Consumer,Manawatu-Wanganui,New Zealand,OFF-FA-10002101,Office Supplies,Fasteners,"OIC Thumb Tacks, 12 Pack",54,4,0,4.85
ES-2011-2130034,14/09/2011,19/09/2011,Standard Class,Denise Monton,Corporate,England,United Kingdom,TEC-AC-10003327,Technology,Accessories,"Logitech Keyboard, Erganomic",211,3,0,4.67
